words,tags
"Hàng_hoá Bánh tươi Kisshu tồn_kho theo giá gốc là 50.000.000 đồng , giá bán ước_tính cho hàng_hoá Bánh tươi Kisshu là 44.000.000 đồng , chi_phí bán hàng ước_tính là 1.000.000 đồng .",O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O O B-MONEY I-MONEY O O O O O O B-MONEY I-MONEY O
Số dự_phòng giảm_giá hàng tồn_kho đã lập năm trước chưa sử_dụng hết là 10.000.000 đồng .,O O O O O O O O O O O O O B-MONEY I-MONEY O
"Vào ngày 01/01/2015 , Công_ty Cổ_phần hoá_chất Đức Giang có dữ_liệu về hàng tồn_kho như sau : ( đơn_vị tính : đồng )",O B-DATE I-DATE O O O O O O O O O O O O O O O O O O O O
Dư đầu kỳ : Giá gốc 6.000.000 đồng ; Giá bán_lẻ 8.000.000 đồng .,O O O O O O B-MONEY I-MONEY O O O B-MONEY I-MONEY O
Mua trong kỳ : Giá gốc 19.500.000 đồng ; Giá bán_lẻ 34.000.000 đồng .,O O O O O O B-MONEY I-MONEY O O O B-MONEY I-MONEY O
Hàng tồn_kho cuối kỳ ( 19.500.000 ) đồng .,O O O O B-MONEY I-MONEY I-MONEY I-MONEY O
Hàng tồn_kho đã bán trong kỳ 22.500.000 đồng .,O O O O O O B-MONEY I-MONEY O
Phương_pháp giá bán_lẻ áp_dụng cho doanh_nghiệp sử_dụng phương_pháp kế_toán hàng tồn_kho theo phương_pháp kiểm_kê định_kỳ .,O O O O O O O O O O O O O O O O
"Tại ngày 01/12/2016 , Công_ty cổ_phần đầu_tư sản_xuất Bảo_Ngọc có số_lượng hàng tồn_kho là 200 đơn_vị sản_phẩm , chi_phí cho một đơn_vị sản_phẩm là 10.000 đồng , trong tháng đơn_vị mua thêm 3 lần : lần 1 là 50 đơn_vị sản_phẩm với chi_phí cho một đơn_vị sản_phẩm là 11.000 đồng , lần 2 là 400 đơn_vị sản_phẩm với chi_phí cho một đơn_vị sản_phẩm là 12.000 đồng , lần 3 là 350 đơn_vị sản_phẩm với chi_phí cho một đơn_vị sản_phẩm là 14.000 đồng .",O B-DATE I-DATE O O O O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O O O O O O B-MONEY I-MONEY O
"Tại ngày 31/12/2016 , hàng tồn_kho cuối tháng là 400 đơn_vị .",O B-DATE I-DATE O O O O O O O O O
Doanh_nghiệp được hưởng chiết_khấu thương_mại sau khi mua nguyên_vật_liệu ( Khoản chiết_khấu này chưa được giảm trừ trong hoá_đơn GTGT của những lần mua trước đó ) .,O O O O O O O O O O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O
"Biết rằng tổng_lượng nguyên_vật_liệu đã mua được hưởng chiết_khấu là 1000 tấn , mỗi tấn được hưởng chiết_khấu 500.000 đ .",O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O
"Trước khi xác_định được số chiết_khấu được hưởng , doanh_nghiệp đã xuất 600 tấn NVL vào sản_xuất sản_phẩm ( trong đó số NVL đang nằm trong giá_trị sản_phẩm dở_dang cuối kỳ là 200 tấn ; Số NVL nằm trong thành_phẩm tồn_kho cuối kỳ là 300 tấn ; Số NVL nằm trong thành_phẩm đã tiêu_thụ là 100 tấn ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Ngoài_ra doanh_nghiệp đã xuất 300 tấn NVL cho hoạt_động đầu_tư xây_dựng TSCĐ .,O O O O O O O O O O O O O
Công_ty cổ_phần thép VICASA nhận bàn_giao một dây_chuyền công_nghệ sản_xuất thép với nguyên giá là 1.000.000.000 đ .,O O O O O O O O O O O O O O O B-MONEY I-MONEY O
Thời_gian sử_dụng hữu_ích của TSCĐ hữu_hình này là 10 năm .,O O O O O O O O O O O
"Đến năm thứ 3 , dây_chuyền công_nghệ sản_xuất thép được cải_tạo để tăng công_suất sản_xuất thép .",O O O O O O O O O O O O O O O O O
Chi_phí phát_sinh để cải_tạo dây_chuyền công_nghệ sản_xuất thép là 160.000.000 đ .,O O O O O O O O O B-MONEY I-MONEY O
Công_ty TNHH Điện_tử MEIKO Việt_Nam mua một thiết_bị sản_xuất các linh_kiện điện_tử mới với nguyên giá là 10 triệu đồng .,O O O O O O O O O O O O O O O O O B-MONEY I-MONEY I-MONEY O
Thời_gian sử_dụng hữu_ích của tài_sản_cố_định ước_tính là 5 năm .,O O O O O O O O O O
Mức khấu_hao hàng năm xác_định như sau :,O O O O O O O O
Tỷ_lệ khấu_hao hàng năm của tài_sản_cố_định theo phương_pháp khấu_hao đường_thẳng là 20% .,O O O O O O O O O O O O O
Tỷ_lệ khấu_hao nhanh theo phương_pháp số_dư giảm dần bằng 20% x 2 ( hệ_số điều_chỉnh ) = 40% .,O O O O O O O O O O O O O O O O O O O
Mức trích khấu_hao hàng năm của tài_sản_cố_định trên được xác_định cụ_thể theo bảng dưới đây :,O O O O O O O O O O O O O O O O
Đơn_vị tính : Đồng,O O O O
Năm thứ : 1 ; Giá_trị còn lại của TSCĐ : 10.000.000 đồng,O O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 1 ; Cách tính số khấu_hao TSCĐ hàng năm : 10.000.000 x 40%,O O O O O O O O O O O O O B-MONEY O O
Năm thứ : 1 ; Mức khấu_hao hàng năm : 4.000.000 đồng,O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 1 ; Mức khấu_hao hàng tháng : 333.333 đồng,O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 1 ; Khấu_hao luỹ kế cuối năm : 4.000.000 đồng,O O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 2 ; Giá_trị còn lại của TSCĐ : 6.000.000 đồng,O O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 2 ; Cách tính số khấu_hao TSCĐ hàng năm : 6.000.000 x 40%,O O O O O O O O O O O O O B-MONEY O O
Năm thứ : 2 ; Mức khấu_hao hàng năm : 2.400.000 đồng,O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 2 ; Mức khấu_hao hàng tháng : 200.000 đồng,O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 2 ; Khấu_hao luỹ kế cuối năm : 6.400.000 đồng,O O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 3 ; Giá_trị còn lại của TSCĐ : 3.600.000 đồng,O O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 3 ; Cách tính số khấu_hao TSCĐ hàng năm : 3.600.000 x 40%,O O O O O O O O O O O O O B-MONEY O O
Năm thứ : 3 ; Mức khấu_hao hàng năm : 1.440.000 đồng,O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 3 ; Mức khấu_hao hàng tháng : 120.000 đồng,O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 3 ; Khấu_hao luỹ kế cuối năm : 7.840.000 đồng,O O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 4 ; Giá_trị còn lại của TSCĐ : 2.160.000 đồng,O O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 4 ; Cách tính số khấu_hao TSCĐ hàng năm : 2.160.000 : 2,O O O O O O O O O O O O O B-MONEY O O
Năm thứ : 4 ; Mức khấu_hao hàng năm : 1.080.000 đồng,O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 4 ; Mức khấu_hao hàng tháng : 90.000 đồng,O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 4 ; Khấu_hao luỹ kế cuối năm : 8.920.000 đồng,O O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 5 ; Giá_trị còn lại của TSCĐ : 2.160.000 đồng,O O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 5 ; Cách tính số khấu_hao TSCĐ hàng năm : 2.160.000 : 2,O O O O O O O O O O O O O B-MONEY O O
Năm thứ : 5 ; Mức khấu_hao hàng năm : 1.080.000 đồng,O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 5 ; Mức khấu_hao hàng tháng : 90.000 đồng,O O O O O O O O O O B-MONEY I-MONEY
Năm thứ : 5 ; Khấu_hao luỹ kế cuối năm : 8.920.000 đồng,O O O O O O O O O O O B-MONEY I-MONEY
Công_ty CP tập_đoàn xây_dựng Hoà_Bình mua máy_ủi đất ( mới 100% ) với nguyên giá 450 triệu đồng .,O O O O O O O O O O O O O O O O B-MONEY I-MONEY I-MONEY
Công_suất thiết_kế của máy_ủi này là 30 m3 / giờ .,O O O O O O O O O O O
Sản_lượng theo công_suất thiết_kế sử_dụng ước_tính của máy_ủi này là 2.400.000 m3 .,O O O O O O O O O O O O O
Khối_lượng sản_phẩm đạt được trong năm thứ nhất của máy_ủi này là :,O O O O O O O O O O O O O
Tháng : Tháng 1 ; Khối_lượng sản_phẩm hoàn_thành ( m3 ) : 14.000 m3,O O B-DATE I-DATE O O O O O O O O O O
"Năm 2010 , Công_ty CP tập_đoàn xây_dựng Hoà_Bình mua một máy_móc thiết_bị có nguyên giá là 200.000.000 VND .",B-DATE I-DATE O O O O O O O O O O O O O O B-MONEY I-MONEY O
"Tháng 12 năm 2018 , do Công_ty CP tập_đoàn xây_dựng Hoà_Bình cải_tạo , nâng_cấp thiết_bị này với chi_phí là 20.000.000 VND nên Ban giám_đốc xác_định rằng thời_gian sử_dụng hữu_ích ước_tính còn lại của thiết_bị này có_thể kéo_dài thêm 4 năm .",B-DATE I-DATE I-DATE I-DATE O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O O O O O O O O O O O O
Công_ty CP tập_đoàn xây_dựng Hoà_Bình có xe ô_tô tải đang theo_dõi trên sổ kế_toán với nguyên giá là 500.000.000 đồng .,O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O
Khấu_hao luỹ kế 400.000.000 đồng .,O O O B-MONEY I-MONEY O
"Qua tìm_hiểu công_ty xây_dựng B ( là đối_tác đang muốn bán cần_cẩu để mua ô_tô tải ) , công_ty xây_dựng A đã tiến_hành đàm_phán với công_ty xây_dựng B và thống_nhất công_ty A sẽ đổi ô_tô với giá 180.000.000 đồng ( đã bao_gồm thuế GTGT 10% ) để lấy cần_cẩu với giá 300.000.000 đồng ( đã bao_gồm thuế GTGT 10% ) và Công_ty A đã thanh_toán số chênh_lệch giữa giá ô_tô và cần_cẩu bằng tiền khi nhận cần_cẩu về .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O O O O O O B-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O O O O O O O O O O O O O O O O O O
"Chi_phí đăng_ký pháp_lý liên_quan đến bản_quyền công_nghệ trong nước là 16,5 triệu VND đã trả bằng tiền_mặt ( đã bao_gồm thuế GTGT 10% ) .",O O O O O O O O O O B-MONEY I-MONEY I-MONEY O O O O O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O
Biết rằng doanh_nghiệp thực_hiện tính nộp thuế GTGT theo phương_pháp khấu_trừ .,O O O O O O B-TAX_TYPE I-TAX_TYPE O O O O
Công_ty cổ_phần dược_phẩm Hà_Tây mua một bản_quyền công_nghệ chế_biến thuốc thực_phẩm theo phương_thức thanh_toán chậm trong vòng 2 năm với giá 921.000.000 đồng ( chưa có thuế GTGT 10% ) .,O O O O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O
Biết rằng cùng thời_điểm này nếu doanh_nghiệp A thanh_toán ngay thì chỉ phải trả là 850.000.000 đồng ( chưa có thuế GTGT 10% ) .,O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O
Công_ty cổ_phần dược_phẩm Hà_Tây mua một công_thức và cách_thức pha_chế một loại thuốc mới của công_ty dược_phẩm B với giá là 1.200.000 cổ_phiếu của Công_ty cổ_phần Traphaco .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Biết rằng giá cổ_phiếu tại thời_điểm thanh_toán là 50.000 đ / cổ_phiếu và mệnh_giá cổ_phiếu là 10.000 đ / cổ_phiếu .,O O O O O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O
"Công_ty phát_hành sách Hà_Nội trao_đổi với Công_ty CP phát_hành sách TP. Hồ_Chí_Minh bản_quyền độc_quyền phát_hành sách văn_học , đã được Bộ Văn_hoá , thể_thao và du_lịch công_nhận , trong thời_gian 15 năm ( từ 2008 - 2023 ) trong cả nước để đổi lấy bản_quyền phát_hành đĩa ca_nhạc của tác_giả Trịnh_Công_Sơn trong vòng 10 năm , như sau :",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DATE O B-DATE O O O O O O O O O O O O O O O O O O O O O
Nguyên giá của bản_quyền độc_quyền phát_hành là 150.000.000 đ .,O O O O O O O B-MONEY I-MONEY O
"Công_ty đã phát_hành được 2 năm ( từ năm 2006 ) , biết rằng công_ty tính khấu_hao theo phương_pháp đường_thẳng .",O O O O O O O O B-DATE I-DATE O O O O O O O O O O O
Theo thoả_thuận thì Công_ty phát_hành sách Hà_Nội phải trả cho Công_ty CP phát_hành sách TP. Hồ_Chí_Minh là 20.000.000 đ trên cơ_sở công_ty định_giá bản_quyền phát_hành sách văn_học là 160.000.000 đ ( chưa có thuế GTGT 10% ) .,O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O B-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE
"Ngày 15/01/2014 , Công_ty đã mua 01 toà nhà để chuyên cho thuê hoạt_động với giá mua 150.000.000 đ ( Chưa có thuế GTGT 10% ) với phương_thức thanh_toán trả_chậm trong 2 năm .",B-DATE I-DATE O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O O O O O O O O
"Biết rằng cùng toà nhà này , nếu trả tiền ngay thì Công_ty chỉ phải thanh_toán 132.000.000.000 đ .",O O O O O O O O O O O O O O O O B-MONEY I-MONEY O
Riêng tiền thuế GTGT chi_trả trong vòng 6 tháng .,O O B-TAX_TYPE I-TAX_TYPE O O O O O O
"Ngày 20/2/2014 , Công_ty đã chuyển công_trình xây_dựng hoàn_thành ( toà nhà 12 - T 8 ) bàn_giao chuyển thành BĐS đầu_tư với giá_thành xây_dựng hoàn_thành 900.000.000 đ .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O
"Ngày 30/3/2014 , Lãnh_đạo công_ty đã ra quyết_định chuyển toàn_bộ khu đất ở An_Khánh , Công_ty được giao quản_lý sử_dụng 50 năm với diện_tích 3.000 ha , nguyên giá 900.000.000 đ đã hao_mòn 36.000.000.000 đ sang thành BĐS đầu_tư để chuẩn_bị cho Công_ty thương_mại An_Đông thuê 30 năm .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O O B-MONEY I-MONEY O O O O O O O O O O O O O O
"Ngày 30/3/2014 , Công_ty có quyết_định bán toà nhà 12 - T 8 ( Công_ty hạch_toán là BĐS đầu_tư ) cho Công_ty TNHH Hãng Kiểm toán AASC để công_ty làm trụ_sở làm_việc .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Với giá bán 150.000.000.000 đ ( Chưa có thuế GTGT 10% ) nhưng với điều_kiện là phải sơn lại toàn_bộ toà nhà , đồng_thời cải_tạo lại một_số phòng phù_hợp với văn_phòng làm_việc .",O O O B-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O O O O O O O O O O O O O O O O O O O O O
Toàn_bộ chi_phí cải_tạo và sơn lại do Công_ty Cổ_phần đầu_tư và phát_triển cơ_sở_hạ_tầng ABC thực_hiện là 65.000.000 đ .,O O O O O O O O O O O O O O O O B-MONEY I-MONEY O
Công_ty TNHH Hãng Kiểm toán AASC đồng_ý phương_thức thanh_toán bằng chuyển_khoản sau 1 tuần kể từ ngày bàn_giao toà nhà ( ngày bàn_giao 2/4/2014 ) .,O O O O O O O O O O O O O O O O O O O O O O O B-DATE O O
Biết rằng nguyên giá 900.000.000 đ đã hao_mòn 7.500.000 đ .,O O O O B-MONEY I-MONEY O O B-MONEY I-MONEY O
"Biết rằng , Công_ty CP tập_đoàn xây_dựng Hoà_Bình thực_hiện công_tác kế_toán theo phương_pháp kê_khai thường_xuyên - kế_toán BĐS đầu_tư theo phương_pháp nguyên giá và thuế GTGT theo phương_pháp khấu_trừ .",O O O O O O O O O O O O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE O O O O
"Năm 2011 , doanh_nghiệp đầu_tư , xây_dựng một khu đô_thị .",B-DATE I-DATE O O O O O O O O O
Tổng_dự_toán chi_phí đầu_tư là 1.000 tỷ đồng .,O O O O B-MONEY I-MONEY I-MONEY O
Tổng diện_tích hàng_hoá bất_động_sản được xây_dựng là 100.000 mét_vuông .,O O O O O O O O O O
Định_mức chi_phí cho 1 mét_vuông hàng_hoá bất_động_sản trên tổng_dự_toán là : 10 triệu đồng / mét_vuông .,O O O O O O O O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O
"Năm 2012 , 30% diện_tích bất_động_sản ( tương_ứng 30.000 mét_vuông ) đã hoàn_thành và được bán cho khách_hàng , chi_phí thực_tế phát_sinh theo khối lương đã được nghiệm_thu của phần diện_tích bất_động_sản đã bán là 250 tỷ đồng .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY I-MONEY
Định_mức giá_vốn của phần diện_tích bất_động_sản đã bán tương_ứng 30% trên tổng_dự_toán ( hay 30.000 m2 x 10 triệu đồng / mét_vuông ) là : 300 tỷ đồng .,O O O O O O O O O O O O O O O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O O O B-MONEY I-MONEY I-MONEY
"Ngày 01 tháng 1 năm 2018 , công_ty A ký hợp_đồng thuê thiết_bị của Công_ty TNHH B trong 3 năm .",B-DATE I-DATE I-DATE I-DATE I-DATE I-DATE O O O O O O O O O O O O O O O
"Thời_gian sử_dụng hữu_ích của thiết_bị là 4,5 năm .",O O O O O O O O O
Giá_trị hợp_lý của thiết_bị tại thời_điểm thuê là 500 triệu đồng .,O O O O O O O O B-MONEY I-MONEY I-MONEY O
Tiền thuê sẽ phải trả 6 tháng_một lần bắt_đầu từ ngày 1 tháng 1 năm 2018 .,O O O O O O O O O O B-DATE I-DATE I-DATE I-DATE I-DATE I-DATE O
Tiền thuê được trả 6 kỳ mỗi kỳ 80 triệu đồng .,O O O O O O O O B-MONEY I-MONEY I-MONEY O
Giá_trị hiện_tại của khoản thanh_toán tiền thuê tối_thiểu là 460 triệu đồng .,O O O O O O O O O B-MONEY I-MONEY I-MONEY O
Công_ty A đã nhận thiết_bị vào ngày 1 tháng 1 năm 2018 .,O O O O O O B-DATE I-DATE I-DATE I-DATE I-DATE I-DATE O
"Công_ty TNHH A có một hợp_đồng thuê ô_tô trong thời_hạn 3 năm , giá_trị hợp_lý của ô_tô là 135.000.000 đ ( Chưa bao_gồm thuế GTGT ) .",O O O O O O O O O O O O O O O O O O B-DATE I-DATE O O O B-TAX_TYPE I-TAX_TYPE O O
Lãi_suất biên đi vay là 10% / năm ; Giá_trị còn lại được đảm_bảo là 10.000.000 đ .,O O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O O O O O O O B-MONEY I-MONEY
Ngày 31 tháng 12 năm 2014 Công_ty TNHH A ký hợp_đồng thuê thiết_bị của Công_ty cho thuê tài_chính B.,B-DATE I-DATE I-DATE I-DATE I-DATE I-DATE O O O O O O O O O O O O O
Tiền thuê phải trả hàng năm ( ngày 2 tháng 1 hàng năm ) là 70 triệu đồng / năm bắt_đầu từ năm 2015 .,O O O O O O O O O O O O O O O B-MONEY I-MONEY I-MONEY I-MONEY I-MONEY O O B-DATE I-DATE O
"Thiết_bị này được thiết_kế theo yêu_cầu của Công_ty TNHH A , do_đó không có giá thị_trường .",O O O O O O O O O O O O O O O O O
Lãi_suất tiền vay ngân_hàng kỳ_hạn 5 năm của Công_ty TNHH A là 12% / năm .,O O O O O O O O O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE
Giả_sử rằng giá_trị thu_hồi tại thời_điểm kết_thúc hợp_đồng thuê bằng không ( = 0 ) và đây là hợp_đồng thuê tài_sản duy_nhất của Công_ty TNHH A trong năm 2015 .,O O O O O O O O O O O O O B-MONEY O O O O O O O O O O O O O B-DATE I-DATE O
Tiền thuê phải trả vào ngày 31 tháng 12 hàng năm bắt_đầu từ năm 2015 .,O O O O O B-DATE I-DATE I-DATE I-DATE O O O O B-DATE I-DATE O
"Công_ty CP đầu_tư sản_xuất Bảo_Ngọc có một TSCĐ có nguyên giá là 120 triệu đồng , hao_mòn luỹ kế là 40 triệu đồng .",O O O O O O O O O O O O B-MONEY I-MONEY I-MONEY O O O O O B-MONEY I-MONEY I-MONEY O
"Doanh_nghiệp quyết_định bán cho Công_ty cho thuê tài_chính VCBL với giá 110 triệu đồng thu bằng tiền_mặt ( trong đó thuế GTGT 10% ) , đồng_thời ký hợp_đồng thuê lại chính tài_sản_cố_định đó theo giá thuê tính trên cơ_sở hợp_lý là 100 triệu đồng ( giá bán và thuê lại = giá_trị hợp_lý trên thị_trường = 100 triệu đồng ) và thời_gian thuê 2 năm ( Biết rằng thời_gian sử_dụng hữu_ích còn lại của TSCĐ là 6 năm ) .",O O O O O O O O O O O B-MONEY I-MONEY I-MONEY O O O O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O O O O O O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE I-TAX_TYPE O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE I-TAX_TYPE O O O O O O O O O O O O O O O O O O O O
"Doanh_nghiệp quyết_định bán cho Công_ty cho thuê tài_chính VCBL với giá 110 triệu đồng thu bằng tiền_mặt ( trong đó thuế GTGT 10% ) , đồng_thời ký hợp_đồng thuê lại chính tài_sản_cố_định đó theo giá thuê tính trên cơ_sở hợp_lý là 70 triệu đồng ( có cả thuế GTGT 10% ) đã thu bằng tiền gửi ngân_hàng .",O O O O O O O O O O O B-MONEY I-MONEY I-MONEY O O O O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O O O O O O
